1 39.0815
2 31.1665
3 23.8456
4 18.6361
5 15.609
6 12.058
7 8.99622
8 6.99148
9 5.99113
10 5.9137
11 5.89421
12 5.88769
13 5.88578
14 5.88507
15 5.88496
