1 42.9504
2 32.0705
3 25.6464
4 21.4346
5 18.074
6 14.0587
7 11.1522
8 9.13228
9 7.54745
10 6.04935
11 5.03363
12 4.11694
13 3.42005
14 2.83624
15 2.3481
16 1.87926
17 1.56629
18 1.27608
19 1.05197
20 0.862579
