1 93.8476
2 81.768
3 77.7187
4 70.3818
5 66.6358
6 64.9597
7 55.8498
8 45.457
9 38.2063
10 31.6088
11 27.2579
12 22.3227
13 21.3557
14 18.3255
15 15.4114
16 16.3169
17 15.3201
18 13.4872
19 11.6567
20 9.4917
