1 9.05348
2 7.72847
3 6.48145
4 5.80536
5 5.16586
6 4.54014
7 3.91267
8 3.5449
9 3.05326
10 2.71949
11 2.50826
12 2.11801
13 2.03429
14 1.84069
15 1.7303
16 1.63752
17 1.54377
18 1.43231
19 1.36206
20 1.21759
21 1.04866
22 0.922161
