1;2614
2;2620
3;2634
4;2660
5;2684
6;2728
7;2786
8;2884
9;2924
10;2980
11;3052
12;3092
13;3126
14;3166
15;3248
16;3300
17;3354
18;3462
19;3508
20;3586
21;3642
22;3694
