1 12.6994
2 12.3295
3 10.1403
4 8.48837
5 7.90137
6 6.22389
7 4.79082
8 3.35455
9 2.79592
10 2.42274
11 2.31867
12 1.83718
13 1.4256
14 1.27557
15 1.16114
16 0.87089
